water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,1,male,12,19.003,67.0,4.0,G4_M1,216.0,283.0,292.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,1,male,13,18.63,67.0,4.0,G4_M1,220.0,287.0,292.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,1,male,14,20.7,67.0,4.0,G4_M1,224.0,291.0,292.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,1,male,15,23.0,67.0,1.0,G4_M1,225.0,292.0,292.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,1,17.0,62.0,60.0,G4_M2,60.0,122.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,2,20.4,62.0,40.0,G4_M2,100.0,162.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,3,18.36,62.0,22.0,G4_M2,122.0,184.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,4,20.196,62.0,20.0,G4_M2,142.0,204.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,5,13.393,62.0,17.0,G4_M2,159.0,221.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,6,16.741,62.0,17.0,G4_M2,176.0,238.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,7,15.359,62.0,14.0,G4_M2,190.0,252.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,8,15.207,62.0,13.0,G4_M2,203.0,265.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,9,17.28,62.0,10.0,G4_M2,213.0,275.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,10,15.853,62.0,9.0,G4_M2,222.0,284.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,11,17.813,62.0,7.0,G4_M2,229.0,291.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,12,18.176,62.0,6.0,G4_M2,235.0,297.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,13,17.82,62.0,3.0,G4_M2,238.0,300.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,14,19.8,62.0,1.0,G4_M2,239.0,301.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,2,male,15,22.0,62.0,1.0,G4_M2,240.0,302.0,302.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,1,15.0,72.0,54.0,G4_M3,54.0,126.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,2,18.0,72.0,38.0,G4_M3,92.0,164.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,3,16.2,72.0,23.0,G4_M3,115.0,187.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,4,17.82,72.0,22.0,G4_M3,137.0,209.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,5,15.219,72.0,21.0,G4_M3,158.0,230.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,6,19.024,72.0,18.0,G4_M3,176.0,248.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,7,17.453,72.0,18.0,G4_M3,194.0,266.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,8,17.28,72.0,16.0,G4_M3,210.0,282.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,9,19.637,72.0,14.0,G4_M3,224.0,296.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,10,18.015,72.0,13.0,G4_M3,237.0,309.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,11,20.242,72.0,7.0,G4_M3,244.0,316.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,12,20.655,72.0,4.0,G4_M3,248.0,320.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,13,20.25,72.0,2.0,G4_M3,250.0,322.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,14,22.5,72.0,2.0,G4_M3,252.0,324.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,3,male,15,25.0,72.0,2.0,G4_M3,254.0,326.0,326.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,1,16.857,121.0,62.0,G4_M4,62.0,183.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,2,20.229,121.0,51.0,G4_M4,113.0,234.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,3,18.206,121.0,20.0,G4_M4,133.0,254.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,4,20.026,121.0,20.0,G4_M4,153.0,274.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,5,16.437,121.0,18.0,G4_M4,171.0,292.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,6,20.546,121.0,17.0,G4_M4,188.0,309.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,7,18.849,121.0,16.0,G4_M4,204.0,325.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,8,18.663,121.0,15.0,G4_M4,219.0,340.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,9,21.208,121.0,13.0,G4_M4,232.0,353.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,10,19.457,121.0,10.0,G4_M4,242.0,363.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,11,21.861,121.0,8.0,G4_M4,250.0,371.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,12,22.307,121.0,5.0,G4_M4,255.0,376.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,13,21.87,121.0,4.0,G4_M4,259.0,380.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,14,24.3,121.0,2.0,G4_M4,261.0,382.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,4,male,15,27.0,121.0,2.0,G4_M4,263.0,384.0,384.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,1,16.0,134.0,63.0,G4_M5,63.0,197.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,2,19.2,134.0,54.0,G4_M5,117.0,251.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,3,17.28,134.0,19.0,G4_M5,136.0,270.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,4,19.008,134.0,17.0,G4_M5,153.0,287.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,5,17.045,134.0,15.0,G4_M5,168.0,302.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,6,21.307,134.0,14.0,G4_M5,182.0,316.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,7,19.547,134.0,12.0,G4_M5,194.0,328.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,8,19.354,134.0,12.0,G4_M5,206.0,340.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,9,21.993,134.0,11.0,G4_M5,217.0,351.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,10,20.177,134.0,10.0,G4_M5,227.0,361.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,11,22.671,134.0,4.0,G4_M5,231.0,365.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,12,23.134,134.0,4.0,G4_M5,235.0,369.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,13,22.68,134.0,2.0,G4_M5,237.0,371.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,14,25.2,134.0,2.0,G4_M5,239.0,373.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Male Rats,5,male,15,28.0,134.0,1.0,G4_M5,240.0,374.0,374.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,1,15.0,95.0,38.0,G4_F6,38.0,133.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,2,18.0,95.0,23.0,G4_F6,61.0,156.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,3,16.2,95.0,18.0,G4_F6,79.0,174.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,4,17.82,95.0,16.0,G4_F6,95.0,190.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,5,13.393,95.0,14.0,G4_F6,109.0,204.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,6,16.741,95.0,13.0,G4_F6,122.0,217.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,7,15.359,95.0,9.0,G4_F6,131.0,226.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,8,15.207,95.0,7.0,G4_F6,138.0,233.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,9,17.28,95.0,6.0,G4_F6,144.0,239.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,10,15.853,95.0,6.0,G4_F6,150.0,245.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,11,17.813,95.0,5.0,G4_F6,155.0,250.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,12,18.176,95.0,4.0,G4_F6,159.0,254.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,13,17.82,95.0,4.0,G4_F6,163.0,258.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,14,19.8,95.0,2.0,G4_F6,165.0,260.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,6,female,15,22.0,95.0,2.0,G4_F6,167.0,262.0,262.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,1,14.0,89.0,40.0,G4_F7,40.0,129.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,2,16.8,89.0,21.0,G4_F7,61.0,150.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,3,15.12,89.0,14.0,G4_F7,75.0,164.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,4,16.632,89.0,14.0,G4_F7,89.0,178.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,5,12.784,89.0,14.0,G4_F7,103.0,192.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,6,15.98,89.0,12.0,G4_F7,115.0,204.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,7,14.661,89.0,10.0,G4_F7,125.0,214.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,8,14.515,89.0,9.0,G4_F7,134.0,223.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,9,16.495,89.0,7.0,G4_F7,141.0,230.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,10,15.133,89.0,5.0,G4_F7,146.0,235.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,11,17.003,89.0,4.0,G4_F7,150.0,239.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,12,17.35,89.0,2.0,G4_F7,152.0,241.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,13,17.01,89.0,2.0,G4_F7,154.0,243.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,14,18.9,89.0,2.0,G4_F7,156.0,245.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,7,female,15,21.0,89.0,1.0,G4_F7,157.0,246.0,246.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,1,15.0,100.0,36.0,G4_F8,36.0,136.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,2,18.0,100.0,20.0,G4_F8,56.0,156.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,3,16.2,100.0,18.0,G4_F8,74.0,174.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,4,17.82,100.0,12.0,G4_F8,86.0,186.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,5,13.393,100.0,12.0,G4_F8,98.0,198.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,6,16.741,100.0,12.0,G4_F8,110.0,210.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,7,15.359,100.0,11.0,G4_F8,121.0,221.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,8,15.207,100.0,10.0,G4_F8,131.0,231.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,9,17.28,100.0,9.0,G4_F8,140.0,240.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,10,15.853,100.0,6.0,G4_F8,146.0,246.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,11,17.813,100.0,5.0,G4_F8,151.0,251.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,12,18.176,100.0,1.0,G4_F8,152.0,252.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,13,17.82,100.0,1.0,G4_F8,153.0,253.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,14,19.8,100.0,1.0,G4_F8,154.0,254.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,8,female,15,22.0,100.0,1.0,G4_F8,155.0,255.0,255.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,1,13.0,105.0,38.0,G4_F9,38.0,143.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,2,15.6,105.0,21.0,G4_F9,59.0,164.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,3,14.04,105.0,14.0,G4_F9,73.0,178.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,4,15.444,105.0,13.0,G4_F9,86.0,191.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,5,14.61,105.0,11.0,G4_F9,97.0,202.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,6,18.263,105.0,10.0,G4_F9,107.0,212.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,7,16.755,105.0,9.0,G4_F9,116.0,221.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,8,16.589,105.0,9.0,G4_F9,125.0,230.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,9,18.851,105.0,7.0,G4_F9,132.0,237.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,10,17.295,105.0,7.0,G4_F9,139.0,244.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,11,19.432,105.0,6.0,G4_F9,145.0,250.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,12,19.829,105.0,4.0,G4_F9,149.0,254.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,13,19.44,105.0,3.0,G4_F9,152.0,257.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,14,21.6,105.0,2.0,G4_F9,154.0,259.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,9,female,15,24.0,105.0,1.0,G4_F9,155.0,260.0,260.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,1,14.0,103.0,32.0,G4_F10,32.0,135.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,2,16.8,103.0,16.0,G4_F10,48.0,151.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,3,15.12,103.0,14.0,G4_F10,62.0,165.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,4,16.632,103.0,10.0,G4_F10,72.0,175.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,5,14.002,103.0,10.0,G4_F10,82.0,185.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,6,17.502,103.0,10.0,G4_F10,92.0,195.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,7,16.057,103.0,8.0,G4_F10,100.0,203.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,8,15.898,103.0,6.0,G4_F10,106.0,209.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,9,18.066,103.0,6.0,G4_F10,112.0,215.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,10,16.574,103.0,5.0,G4_F10,117.0,220.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,11,18.623,103.0,5.0,G4_F10,122.0,225.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,12,19.003,103.0,2.0,G4_F10,124.0,227.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,13,18.63,103.0,1.0,G4_F10,125.0,228.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,14,20.7,103.0,1.0,G4_F10,126.0,229.0,230.0
Group 4 (Telugu Ganga water supplied to Tirupati),Group 4 Female Rats,10,female,15,23.0,103.0,1.0,G4_F10,127.0,230.0,230.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,1,13.0,85.0,51.0,G5_M1,51.0,136.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,2,15.6,85.0,46.0,G5_M1,97.0,182.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,3,14.04,85.0,22.0,G5_M1,119.0,204.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,4,15.444,85.0,20.0,G5_M1,139.0,224.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,5,17.045,85.0,18.0,G5_M1,157.0,242.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,6,21.307,85.0,16.0,G5_M1,173.0,258.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,7,19.547,85.0,14.0,G5_M1,187.0,272.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,8,19.354,85.0,13.0,G5_M1,200.0,285.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,9,21.993,85.0,9.0,G5_M1,209.0,294.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,10,20.177,85.0,6.0,G5_M1,215.0,300.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,11,22.671,85.0,4.0,G5_M1,219.0,304.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,12,23.134,85.0,3.0,G5_M1,222.0,307.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,13,22.68,85.0,3.0,G5_M1,225.0,310.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,14,25.2,85.0,2.0,G5_M1,227.0,312.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,1,male,15,28.0,85.0,2.0,G5_M1,229.0,314.0,314.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,1,14.0,76.0,52.0,G5_M2,52.0,128.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,2,16.8,76.0,45.0,G5_M2,97.0,173.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,3,15.12,76.0,22.0,G5_M2,119.0,195.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,4,16.632,76.0,21.0,G5_M2,140.0,216.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,5,15.828,76.0,20.0,G5_M2,160.0,236.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,6,19.785,76.0,16.0,G5_M2,176.0,252.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,7,18.151,76.0,14.0,G5_M2,190.0,266.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,8,17.971,76.0,14.0,G5_M2,204.0,280.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,9,20.422,76.0,12.0,G5_M2,216.0,292.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,10,18.736,76.0,4.0,G5_M2,220.0,296.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,11,21.052,76.0,3.0,G5_M2,223.0,299.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,12,21.481,76.0,3.0,G5_M2,226.0,302.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,13,21.06,76.0,3.0,G5_M2,229.0,305.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,14,23.4,76.0,2.0,G5_M2,231.0,307.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,2,male,15,26.0,76.0,2.0,G5_M2,233.0,309.0,309.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,1,12.0,49.0,32.0,G5_M3,32.0,81.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,2,14.4,49.0,28.0,G5_M3,60.0,109.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,3,12.96,49.0,27.0,G5_M3,87.0,136.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,4,14.256,49.0,27.0,G5_M3,114.0,163.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,5,12.784,49.0,23.0,G5_M3,137.0,186.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,6,15.98,49.0,20.0,G5_M3,157.0,206.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,7,14.661,49.0,17.0,G5_M3,174.0,223.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,8,14.515,49.0,16.0,G5_M3,190.0,239.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,9,16.495,49.0,12.0,G5_M3,202.0,251.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,10,15.133,49.0,12.0,G5_M3,214.0,263.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,11,17.003,49.0,10.0,G5_M3,224.0,273.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,12,17.35,49.0,10.0,G5_M3,234.0,283.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,13,17.01,49.0,8.0,G5_M3,242.0,291.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,14,18.9,49.0,7.0,G5_M3,249.0,298.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,3,male,15,21.0,49.0,3.0,G5_M3,252.0,301.0,301.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,1,14.0,102.0,65.0,G5_M4,65.0,167.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,2,16.8,102.0,40.0,G5_M4,105.0,207.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,3,15.12,102.0,26.0,G5_M4,131.0,233.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,4,16.632,102.0,20.0,G5_M4,151.0,253.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,5,17.654,102.0,18.0,G5_M4,169.0,271.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,6,22.068,102.0,17.0,G5_M4,186.0,288.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,7,20.246,102.0,15.0,G5_M4,201.0,303.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,8,20.045,102.0,14.0,G5_M4,215.0,317.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,9,22.779,102.0,12.0,G5_M4,227.0,329.0,369.0
