water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,5,8.923,126.0,6.0,G8_M5,109.0,235.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,6,9.994,126.0,6.0,G8_M5,115.0,241.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,7,9.72,126.0,5.0,G8_M5,120.0,246.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,8,8.748,126.0,3.0,G8_M5,123.0,249.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,9,11.34,126.0,2.0,G8_M5,125.0,251.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,10,10.773,126.0,2.0,G8_M5,127.0,253.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,11,11.743,126.0,1.0,G8_M5,128.0,254.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,12,11.635,126.0,0.0,G8_M5,128.0,254.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,male,13,12.217,126.0,0.0,G8_M5,128.0,254.0,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,5,female,14,11.4,,0.0,G8_F5,0.0,,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,5,female,15,12.0,,0.0,G8_F5,0.0,,
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,1,9.0,74.0,21.0,G8_F6,21.0,95.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,2,10.8,74.0,12.0,G8_F6,33.0,107.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,3,9.72,74.0,10.0,G8_F6,43.0,117.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,4,9.914,74.0,8.0,G8_F6,51.0,125.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,5,8.923,74.0,8.0,G8_F6,59.0,133.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,6,9.994,74.0,6.0,G8_F6,65.0,139.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,7,9.72,74.0,4.0,G8_F6,69.0,143.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,8,8.748,74.0,3.0,G8_F6,72.0,146.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,9,11.34,74.0,3.0,G8_F6,75.0,149.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,10,10.773,74.0,2.0,G8_F6,77.0,151.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,11,11.743,74.0,1.0,G8_F6,78.0,152.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,12,11.635,74.0,0.0,G8_F6,78.0,152.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,13,12.217,74.0,0.0,G8_F6,78.0,152.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,14,10.45,74.0,0.0,G8_F6,78.0,152.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,female,15,11.0,74.0,0.0,G8_F6,78.0,152.0,152.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,1,8.0,89.0,18.0,G8_F7,18.0,107.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,2,9.6,89.0,10.0,G8_F7,28.0,117.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,3,8.64,89.0,9.0,G8_F7,37.0,126.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,4,8.813,89.0,8.0,G8_F7,45.0,134.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,5,7.932,89.0,8.0,G8_F7,53.0,142.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,6,8.883,89.0,7.0,G8_F7,60.0,149.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,7,8.64,89.0,4.0,G8_F7,64.0,153.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,8,7.776,89.0,3.0,G8_F7,67.0,156.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,9,10.08,89.0,3.0,G8_F7,70.0,159.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,10,9.576,89.0,1.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,11,10.438,89.0,0.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,12,10.342,89.0,0.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,13,10.859,89.0,0.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,14,9.5,89.0,0.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,female,15,10.0,89.0,0.0,G8_F7,71.0,160.0,160.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,1,8.0,80.0,19.0,G8_F8,19.0,99.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,2,9.6,80.0,11.0,G8_F8,30.0,110.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,3,8.64,80.0,8.0,G8_F8,38.0,118.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,4,8.813,80.0,8.0,G8_F8,46.0,126.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,5,7.932,80.0,6.0,G8_F8,52.0,132.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,6,8.883,80.0,8.0,G8_F8,60.0,140.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,7,8.64,80.0,5.0,G8_F8,65.0,145.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,8,7.776,80.0,5.0,G8_F8,70.0,150.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,9,10.08,80.0,2.0,G8_F8,72.0,152.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,10,9.576,80.0,1.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,11,10.438,80.0,0.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,12,10.342,80.0,0.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,13,10.859,80.0,0.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,14,10.45,80.0,0.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,female,15,11.0,80.0,0.0,G8_F8,73.0,153.0,153.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,1,9.0,99.0,26.0,G8_F9,26.0,125.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,2,10.8,99.0,13.0,G8_F9,39.0,138.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,3,9.72,99.0,13.0,G8_F9,52.0,151.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,4,9.914,99.0,10.0,G8_F9,62.0,161.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,5,8.923,99.0,10.0,G8_F9,72.0,171.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,6,9.994,99.0,8.0,G8_F9,80.0,179.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,7,9.72,99.0,8.0,G8_F9,88.0,187.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,8,8.748,99.0,6.0,G8_F9,94.0,193.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,9,11.34,99.0,6.0,G8_F9,100.0,199.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,10,10.773,99.0,3.0,G8_F9,103.0,202.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,11,11.743,99.0,2.0,G8_F9,105.0,204.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,12,11.635,99.0,2.0,G8_F9,107.0,206.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,13,12.217,99.0,1.0,G8_F9,108.0,207.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,14,12.35,99.0,0.0,G8_F9,108.0,207.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,female,15,13.0,99.0,0.0,G8_F9,108.0,207.0,207.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,1,9.0,111.0,31.0,G8_F10,31.0,142.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,2,10.8,111.0,20.0,G8_F10,51.0,162.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,3,9.72,111.0,12.0,G8_F10,63.0,174.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,4,9.914,111.0,11.0,G8_F10,74.0,185.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,5,8.923,111.0,9.0,G8_F10,83.0,194.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,6,9.994,111.0,4.0,G8_F10,87.0,198.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,7,9.72,111.0,4.0,G8_F10,91.0,202.0,215.0
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,female,8,8.748,111.0,4.0,G8_F10,95.0,206.0,215.0
